Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,LowLimit
2018-12-22,9639.24,9652.19,9625.31,9646.16,,,,
2018-12-24,9646.53,9658.95,9613.29,9639.7,,,,
2018-12-25,9559.7,9559.7,9479.06,9527.09,,,,
2018-12-26,9544.87,9591.91,9473.3,9478.99,,,,
2018-12-27,9555.01,9670.97,9555.01,9641.56,,,,
2018-12-28,9649.97,9727.41,9630.77,9727.41,,,,
2019-01-02,9725.27,9737.68,9542.52,9554.14,,,,
2019-01-03,9494.25,9554.53,9474.47,9492.42,,,,
2019-01-04,9427.24,9427.24,9319.28,9382.51,,,,
2019-01-07,9460.2,9596.35,9460.2,9590.3,,,,
2019-01-08,9591.56,9600.94,9547.63,9563.6,,,,
2019-01-09,9584.63,9741.64,9584.63,9738.31,,,,
2019-01-10,9731.11,9731.11,9683.2,9720.69,,,,
2019-01-11,9753.63,9796.98,9736,9759.4,,,,
2019-01-14,9737.67,9762.37,9677.49,9708.22,,,,
2019-01-15,9701.93,9806.04,9701.93,9806.04,,,,
2019-01-16,9781.35,9803.99,9763.81,9763.81,,,,
2019-01-17,9773.31,9826.25,9759.51,9789.15,,,,
2019-01-18,9781.39,9842.8,9771.15,9836.06,,,,
2019-01-21,9870.27,9919.94,9870.27,9889.4,,,,
2019-01-22,9880.54,9894.66,9855.47,9894.66,,,,
2019-01-23,9869.54,9873.39,9828.03,9846.4,,,,
2019-01-24,9865,9892.82,9847.32,9877.12,,,,
2019-01-25,9923.39,9980.08,9918.21,9969.61,,,,
2019-01-28,10006.46,10020.6,9990.07,10013.33,,,,
2019-01-29,9944.71,9952.34,9893.96,9931.59,,,,
2019-01-30,9915.97,9959.03,9909.81,9932.26,,,,
2019-02-11,10029.84,10065.52,9988.83,10004.25,,,,
2019-02-12,10032.08,10100.23,10032.08,10097.74,,,,
2019-02-13,10123.61,10140.98,10074.34,10090.58,,,,
2019-02-14,10095.99,10135.62,10082,10089.01,,,,
2019-02-15,10111.18,10135.16,10055.5,10064.78,,,,
2019-02-18,10096.94,10165.77,10096.94,10145.28,,,,
2019-02-19,10152.11,10173.47,10143.15,10152.26,,,,
2019-02-20,10181.94,10272.46,10181.94,10272.46,,,,
2019-02-21,10282.32,10319.53,10256.53,10319.53,,,,
2019-02-22,10309.02,10322.92,10269.95,10322.92,,,,
2019-02-25,10343.45,10390.93,10343.45,10390.93,,,,
2019-02-26,10403.03,10416.91,10368.86,10391.55,,,,
2019-02-27,10385.81,10403.05,10343.56,10389.17,,,,
2019-03-04,10385.25,10402.39,10313.18,10349.88,,,,
2019-03-05,10323.25,10334.34,10295.44,10305.26,,,,
2019-03-06,10328.18,10359.12,10327.9,10357.15,,,,
2019-03-07,10359.47,10367.98,10299.46,10311.68,,,,
2019-03-08,10274.28,10274.28,10204.21,10241.75,,,,
2019-03-11,10224.27,10269.3,10214.02,10250.28,,,,
2019-03-12,10294.37,10382.12,10294.37,10343.33,,,,
2019-03-13,10331.27,10373.32,10331.27,10373.32,,,,
2019-03-14,10391.3,10407.27,10339.64,10348.65,,,,
2019-03-15,10374.66,10439.24,10370,10439.24,,,,
2019-03-18,10455.19,10512.7,10445.74,10512.7,,,,
2019-03-19,10497.4,10525.6,10484.69,10512.32,,,,
2019-03-20,10529.3,10556.81,10506.96,10551.56,,,,
2019-03-21,10563.93,10612.34,10551.67,10609.55,,,,
2019-03-22,10642.57,10667.94,10589.47,10639.07,,,,
2019-03-25,10535.12,10535.12,10458.79,10479.48,,,,
2019-03-26,10506.68,10559.2,10506.68,10559.2,,,,
2019-03-27,10542.68,10556.75,10515.86,10542.7,,,,
2019-03-28,10529.02,10536.26,10499.29,10536.26,,,,
2019-03-29,10551.99,10641.04,10525.27,10641.04,,,,
2019-04-01,10714.68,10735.07,10627.01,10642.63,,,,
2019-04-02,10695.47,10728.38,10685.1,10690.3,,,,
2019-04-03,10725.17,10741.56,10690.23,10704.38,,,,
2019-04-08,10759.96,10807.05,10759.96,10800.57,,,,
2019-04-09,10805.39,10851.6,10793.77,10851.6,,,,
2019-04-10,10839.93,10875.65,10815.61,10868.14,,,,
2019-04-11,10869.24,10887.12,10797.76,10808.77,,,,
2019-04-12,10820.94,10836.44,10782.02,10805.3,,,,
2019-04-15,10849.84,10897.21,10849.55,10875.6,,,,
2019-04-16,10905.63,10927.85,10876.34,10927.85,,,,
2019-04-17,10961.61,11016.92,10961.61,10997.26,,,,
2019-04-18,11038.24,11077.99,10926.85,10962.02,,,,
2019-04-19,11017.69,11045.08,10950.43,10968.5,,,,
2019-04-22,10994.52,11027.49,10974.82,10987.71,,,,
2019-04-23,10994.28,11025.68,10949.3,11025.68,,,,
2019-04-24,11054.02,11070.85,10995.83,11027.64,,,,
2019-04-25,11017.73,11046.77,11006.68,11039.86,,,,
2019-04-26,10986.53,10986.53,10906.44,10952.47,,,,
2019-04-29,10952.91,10992.55,10905.78,10939.06,,,,
2019-04-30,10945.94,10978.1,10910.78,10967.73,,,,
2019-05-02,10992.76,11046.64,10988.7,11004.49,,,,
2019-05-03,11037.99,11097,11018.86,11096.3,,,,
2019-05-06,11005.36,11005.36,10870.4,10897.12,,,,
2019-05-07,10913.95,11004.76,10913.95,10987.14,,,,
2019-05-08,10938.47,10946.82,10867.06,10923.71,,,,
2019-05-09,10910.47,10910.47,10732.97,10733.67,,,,
2019-05-10,10751.55,10834.69,10669.39,10712.99,,,,
2019-05-13,10684.04,10693.44,10549.06,10558.29,,,,
2019-05-14,10480.21,10544.97,10363.02,10519.25,,,,
2019-05-15,10535.24,10612.5,10535.24,10560.71,,,,
2019-05-16,10556.58,10573.93,10474.61,10474.61,,,,
2019-05-17,10508.56,10564.97,10384.11,10384.11,,,,
2019-05-20,10405.36,10465.84,10385.18,10398.41,,,,
2019-05-21,10362.35,10477.2,10342.32,10464.5,,,,
2019-05-22,10481.1,10520.62,10453.5,10457.22,,,,
2019-05-23,10404,10404,10289.69,10308.37,,,,
2019-05-24,10313.15,10370.97,10308.59,10328.28,,,,
2019-05-27,10344.18,10365.44,10305.28,10334.13,,,,
2019-05-28,10348.58,10361.61,10312.31,10312.31,,,,
2019-05-29,10277.35,10307.75,10227.44,10301.78,,,,
2019-05-30,10307.12,10384.36,10306.03,10382.99,,,,
2019-05-31,10386.12,10515.1,10369.02,10498.49,,,,
2019-06-03,10482.45,10511.2,10383.51,10500.07,,,,
2019-06-04,10499.51,10518.33,10421.81,10429.12,,,,
2019-06-05,10497.5,10541.29,10446.51,10461.62,,,,
2019-06-06,10409.9,10429.33,10371.08,10409.2,,,,
2019-06-10,10486.23,10566.47,10466.24,10566.47,,,,
2019-06-11,10567.54,10637.9,10548.06,10607.76,,,,
2019-06-12,10605.75,10630.69,10566.37,10615.66,,,,
2019-06-13,10582.19,10617.06,10539.49,10561.01,,,,
2019-06-14,10546.42,10568.92,10517.82,10524.67,,,,
2019-06-17,10488.7,10562.97,10474.19,10530.54,,,,
2019-06-18,10547.15,10573.77,10521.7,10566.74,,,,
2019-06-19,10650.48,10778.64,10650.48,10775.34,,,,
2019-06-20,10749.41,10799.14,10745.25,10785.01,,,,
2019-06-21,10817.71,10840.29,10773.47,10803.77,,,,
2019-06-24,10734.25,10786.33,10695.49,10779.45,,,,
2019-06-25,10777.18,10787.62,10693.04,10706.72,,,,
2019-06-26,10661.39,10690.98,10645.37,10652.55,,,,
2019-06-27,10674.2,10800.29,10674.2,10773.9,,,,
2019-06-28,10786.66,10788.08,10719.08,10730.83,,,,
2019-07-01,10821.3,10914.85,10821.3,10895.46,,,,
2019-07-02,10878.01,10888.21,10843.64,10865.12,,,,
2019-07-03,10793.1,10812.65,10720.66,10743.77,,,,
2019-07-04,10755.87,10791.28,10750.9,10775.9,,,,
2019-07-05,10785.85,10812.38,10756.67,10785.73,,,,
2019-07-08,10742.81,10781.11,10708.92,10751.22,,,,
2019-07-09,10729.83,10733.57,10680.85,10702.78,,,,
2019-07-10,10723.23,10810.16,10723.23,10798.48,,,,
2019-07-11,10817.6,10856.51,10799.65,10843.42,,,,
2019-07-12,10855.16,10867.59,10823.89,10824.35,,,,
2019-07-15,10819.92,10880.56,10769.57,10876.43,,,,
2019-07-16,10865,10899.84,10865,10886.05,,,,
2019-07-17,10861.11,10861.11,10804.34,10828.48,,,,
2019-07-18,10821.92,10835.43,10792.27,10799.28,,,,
2019-07-19,10861.99,10919.96,10861.99,10873.19,,,,
2019-07-22,10910.5,10949.76,10909.15,10944.53,,,,
2019-07-23,10963.86,10994.44,10932.53,10947.26,,,,
2019-07-24,10969.74,10976.46,10912.92,10935.76,,,,
2019-07-25,10892.25,10945.92,10879.4,10941.41,,,,
2019-07-26,10898.25,10907.44,10879.24,10891.98,,,,
2019-07-29,10872.63,10905.74,10863.33,10885.73,,,,
2019-07-30,10909.98,10927.16,10827.74,10830.9,,,,
2019-07-31,10824.15,10835.8,10754.07,10823.81,,,,
2019-08-01,10773.06,10773.25,10714.73,10731.75,,,,
2019-08-02,10641.28,10641.28,10524.68,10549.04,,,,
2019-08-05,10528.87,10542.49,10418.25,10423.41,,,,
2019-08-06,10304.88,10425.6,10180.04,10394.75,,,,
2019-08-07,10422.89,10461.37,10366.54,10386.18,,,,
2019-08-08,10383.62,10500.77,10383.62,10494.49,,,,
2019-08-09,10383.62,10500.77,10383.62,10494.49,,,,
2019-08-12,10491.79,10514.05,10440.77,10472.36,,,,
2019-08-13,10436.62,10436.62,10361.89,10362.66,,,,
2019-08-14,10444.5,10518.02,10427.73,10427.73,,,,
2019-08-15,10374.75,10374.75,10287.76,10327.13,,,,
2019-08-16,10345.42,10456.32,10318.37,10420.89,,,,
2019-08-19,10449.39,10516.05,10449.39,10488.75,,,,
2019-08-20,10508.42,10538.12,10497.13,10522.5,,,,
2019-08-21,10526.87,10545.25,10504.49,10525.8,,,,
2019-08-22,10560.01,10596.41,10515.72,10529.78,,,,
2019-08-23,10526.15,10541.73,10503.07,10538.11,,,,
2019-08-26,10453.4,10453.4,10340.15,10354.57,,,,
2019-08-27,10386.21,10431.78,10368.96,10387.23,,,,
2019-08-28,10397.6,10456.3,10397.6,10434.29,,,,
2019-08-29,10440.15,10466.99,10406.49,10462.43,,,,
2019-08-30,10504.28,10618.05,10504.28,10618.05,,,,
2019-09-02,10613.19,10634.85,10589.42,10634.85,,,,
2019-09-03,10629.22,10650.15,10557.03,10558.21,,,,
2019-09-04,10566.32,10670.43,10566.32,10657.31,,,,
2019-09-05,10718.4,10766.6,10714.27,10756.93,,,,
2019-09-06,10783.46,10803.07,10753.45,10780.64,,,,
2019-09-09,10808.68,10829.44,10778.15,10801.14,,,,
2019-09-10,10791.95,10810.03,10732.78,10753.58,,,,
2019-09-11,10787.65,10815.59,10746.87,10790.35,,,,
2019-09-12,10830.25,10862.68,10804.02,10827.55,,,,
2019-09-16,10822.69,10898.13,10822.69,10898.13,,,,
2019-09-17,10908.85,10912.23,10866.43,10874.5,,,,
2019-09-18,10887.42,10971.54,10878.34,10929.45,,,,
2019-09-19,10947.62,10954.18,10874.66,10894.7,,,,
2019-09-20,10908.1,10931.76,10903.45,10929.69,,,,
2019-09-23,10924.81,10948.19,10905.92,10919.02,,,,
2019-09-24,10917.44,10947.53,10886.62,10918.01,,,,
2019-09-25,10885.67,10885.67,10825.85,10873.69,,,,
2019-09-26,10909.57,10934.91,10856.96,10871.99,,,,
2019-09-27,10904,10921.17,10827.61,10829.68,,,,
2019-09-30,10904,10921.17,10827.61,10829.68,,,,
2019-10-01,10855.6,10967.65,10855.6,10967.65,,,,
2019-10-02,10945.92,10965.2,10927.39,10947.88,,,,
2019-10-03,10866.5,10888.4,10809.28,10875.91,,,,
2019-10-04,10907.69,10941.49,10854.12,10894.48,,,,
2019-10-07,10932.24,10954.45,10919.43,10935.06,,,,
2019-10-08,10986.01,11020.51,10986.01,11017.31,,,,
2019-10-09,10976.93,10989.39,10889.96,10889.96,,,,
2019-10-14,11004.74,11085.49,11004.74,11066.95,,,,
2019-10-15,11103.5,11126.45,11091.29,11111.8,,,,
2019-10-16,11166.17,11180.11,11113.18,11162.83,,,,
2019-10-17,11156.14,11186.88,11131.45,11186.88,,,,
2019-10-18,11190.21,11237.38,11154.86,11180.22,,,,
2019-10-21,11166.24,11188.13,11147.86,11184.15,,,,
2019-10-22,11221.19,11271.25,11218.25,11271.25,,,,
2019-10-23,11266.18,11281.12,11209.1,11239.67,,,,
2019-10-24,11266.84,11320.14,11254.59,11320.14,,,,
2019-10-25,11336.64,11347.18,11281.37,11296.12,,,,
2019-10-28,11321.99,11341.03,11295.44,11315.02,,,,
2019-10-29,11347.39,11373.95,11292.83,11333.87,,,,
2019-10-30,11336.97,11380.28,11306.95,11380.28,,,,
2019-10-31,11393.68,11428.42,11358.71,11358.71,,,,
2019-11-01,11373.7,11399.53,11335.51,11399.53,,,,
2019-11-04,11451.72,11559.07,11451.72,11556.85,,,,
2019-11-05,11576.18,11644.03,11576.18,11644.03,,,,
2019-11-06,11645.08,11668.2,11601.7,11653.07,,,,
2019-11-07,11642.91,11647.47,11552.08,11606.56,,,,
2019-11-08,11620.89,11642.41,11561.31,11579.54,,,,
2019-11-11,11570.33,11570.33,11409.83,11427.28,,,,
2019-11-12,11463.33,11520.37,11459.68,11520.37,,,,
2019-11-13,11483.24,11509.37,11439.09,11467.83,,,,
2019-11-14,11488.74,11498.25,11424.77,11450.42,,,,
2019-11-15,11485.46,11552.25,11485.46,11525.6,,,,
2019-11-18,11543.8,11599.78,11532.97,11599.78,,,,
2019-11-19,11608.48,11656.4,11576.79,11656.4,,,,
2019-11-20,11645.73,11649.07,11591.73,11631.2,,,,
2019-11-21,11573.84,11573.84,11478.43,11558.27,,,,
2019-11-22,11556.75,11577.02,11534.15,11566.8,,,,
2019-11-25,11590.81,11604.75,11559.33,11561.58,,,,
2019-11-26,11608.37,11642.96,11576.82,11576.82,,,,
2019-11-27,11590.81,11651.73,11590.81,11647.46,,,,
2019-11-28,11641.7,11654.06,11604.68,11617.08,,,,
2019-11-29,11616.88,11623.59,11485.16,11489.57,,,,
2019-12-02,11509.94,11524.85,11454.38,11502.83,,,,
2019-12-03,11473.32,11531.58,11460.06,11531.58,,,,
2019-12-04,11511.82,11513.83,11457.43,11510.47,,,,
2019-12-05,11546.75,11604.39,11546.75,11594.65,,,,
2019-12-06,11639.8,11657.65,11577.83,11609.64,,,,
2019-12-09,11635.47,11678.36,11631.03,11660.77,,,,
2019-12-10,11647.78,11649.73,11607.26,11627.84,,,,
2019-12-11,11635.07,11700.77,11622.58,11700.77,,,,
2019-12-12,11766.98,11875.98,11766.98,11836.42,,,,
2019-12-13,11937.9,11990.78,11913.02,11927.73,,,,
2019-12-16,11915.61,11975.73,11915.61,11939.77,,,,
2019-12-17,11939.62,12097.01,11939.62,12097.01,,,,
2019-12-18,12061.1,12125.9,12059.92,12122.45,,,,
2019-12-19,12082.98,12111.77,12008.16,12018.9,,,,
2019-12-20,12001.56,12028.22,11937.45,11959.08,,,,
2019-12-23,11969.14,12022.23,11960.21,12022.23,,,,
2019-12-24,12023.79,12027.6,11976.38,11976.38,,,,
2019-12-25,11978.94,12032.37,11973.95,12008.13,,,,
2019-12-26,12018.38,12030.66,11982.64,12001.01,,,,
2019-12-27,12032.72,12093.02,12032.72,12091.59,,,,
2019-12-30,12094.81,12114.89,12046.22,12053.37,,,,
2019-12-31,12019.19,12047.75,11997.14,11997.14,,,,
2020-01-02,12026.5,12110.74,12026.23,12100.48,,,,
2020-01-03,12167.44,12197.64,12023.6,12110.43,,,,
2020-01-06,12035.71,12040.08,11953.36,11953.36,,,,
2020-01-07,11961.97,11986.03,11822.4,11880.32,,,,
2020-01-08,11818.76,11899.67,11777.45,11817.1,,,,
2020-01-09,11889.46,11992.55,11889.46,11970.63,,,,
2020-01-10,12009.27,12038.21,11959.06,12024.65,,,,
2020-01-13,12069.61,12113.42,12037.24,12113.42,,,,
2020-01-14,12161.73,12186.62,12140.27,12179.81,,,,
2020-01-15,12169.92,12169.92,12048.01,12091.88,,,,
2020-01-16,12006.08,12075.54,12006.08,12066.93,,,,
2020-01-17,12080.72,12117.55,12055.91,12090.29,,,,
2020-01-20,12107.56,12151.42,12101.55,12118.71,,,,
2020-01-30,11933.23,11933.23,11418.22,11421.74,,,,
2020-01-31,11494.03,11594.21,11436.95,11495.1,,,,
2020-02-03,11365.9,11365.9,11138.03,11354.92,,,,
2020-02-04,11399.46,11581.36,11393.03,11555.92,,,,
2020-02-05,11601.55,11620.42,11512.71,11573.62,,,,
2020-02-06,11605.11,11749.68,11605.11,11749.68,,,,
2020-02-07,11712.71,11712.71,11592.09,11612.81,,,,
2020-02-10,11514.72,11598.03,11423.34,11574.07,,,,
2020-02-11,11614.25,11678.58,11614.25,11664.04,,,,
2020-02-12,11693.4,11801.52,11693.4,11774.19,,,,
2020-02-13,11813.5,11854.98,11784.94,11791.78,,,,
2020-02-14,11806.52,11840.79,11788.87,11815.7,,,,
2020-02-17,11770.3,11775.56,11724.82,11763.51,,,,
2020-02-18,11700.91,11717.1,11642.95,11648.98,,,,
2020-02-19,11655.37,11783.43,11654.16,11758.84,,,,
2020-02-20,11785.78,11827.83,11714.15,11725.09,,,,
2020-02-21,11721.16,11755.17,11661.63,11686.35,,,,
2020-02-24,11615.28,11615.28,11512.08,11534.87,,,,
2020-02-25,11506.74,11567.09,11415.47,11540.23,,,,
2020-02-26,11468.6,11494.22,11408.06,11433.62,,,,
2020-02-27,11436.96,11470.23,11274.52,11292.17,,,,
2020-03-02,11184.66,11282.05,11049.85,11170.46,,,,
2020-03-03,11279.86,11390.24,11279.86,11327.72,,,,
2020-03-04,11368.25,11392.35,11297.81,11392.35,,,,
2020-03-05,11454.65,11525.32,11454.65,11514.82,,,,
2020-03-06,11471.36,11471.36,11310.32,11321.81,,,,
2020-03-09,11221.76,11221.76,10977.64,10977.64,,,,
2020-03-10,10907.62,11032.47,10830.22,11003.54,,,,
2020-03-11,11022.82,11088.23,10885.91,10893.75,,,,
2020-03-12,10845.39,10845.39,10359.67,10422.32,,,,
2020-03-13,10091.03,10171.2,9636.15,10128.87,,,,
2020-03-16,10069.42,10130.8,9717.77,9717.77,,,,
2020-03-17,9538.64,9677.07,9371.35,9439.63,,,,
2020-03-18,9453.98,9509.61,9218.67,9218.67,,,,
2020-03-19,9085.28,9085.28,8523.63,8681.34,,,,
2020-03-20,8816.86,9264.42,8816.86,9234.09,,,,
2020-03-23,9025.55,9029.52,8750.14,8890.03,,,,
2020-03-24,9083.78,9415.64,9083.78,9285.62,,,,
2020-03-25,9426.43,9722.37,9426.43,9644.75,,,,
2020-03-26,9667.14,9739.73,9565.02,9736.36,,,,
2020-03-27,9807.9,9954.86,9691.14,9698.92,,,,
2020-03-30,9571.22,9655.7,9415.52,9629.43,,,,
2020-03-31,9689.62,9789.81,9630.3,9708.06,,,,
2020-04-01,9726.2,9736,9663.63,9663.63,,,,
2020-04-06,9707.75,9818.74,9651.52,9818.74,,,,
2020-04-07,9928.16,10039.15,9928.16,9996.39,,,,
2020-04-08,10010.64,10149.76,9984.66,10137.47,,,,
2020-04-09,10173.26,10246.84,10092.36,10119.43,,,,
2020-04-10,10105.43,10165.12,10103.77,10157.61,,,,
2020-04-13,10147.56,10179.4,10080.65,10099.22,,,,
2020-04-14,10130.65,10344.13,10130.65,10332.94,,,,
2020-04-15,10366.77,10461.84,10366.77,10447.21,,,,
2020-04-16,10385.78,10425.29,10317.13,10375.48,,,,
2020-04-17,10554.55,10710.15,10552.58,10597.04,,,,
2020-04-20,10612.45,10637.64,10542.96,10586.71,,,,
2020-04-21,10544.8,10544.8,10278.95,10288.42,,,,
2020-04-22,10256.11,10310.85,10140.09,10307.74,,,,
2020-04-23,10370.13,10462.7,10294.88,10366.51,,,,
2020-04-24,10367.97,10386.93,10324.2,10347.36,,,,
2020-04-27,10407.49,10578.96,10407.49,10567.27,,,,
2020-04-28,10580.25,10620.52,10537.71,10616.06,,,,
2020-04-29,10656.4,10794.83,10656.4,10772.22,,,,
2020-04-30,10826.26,11012.78,10826.26,10992.14,,,,
2020-05-04,10781.51,10781.51,10658.5,10720.48,,,,
2020-05-05,10756.95,10833.53,10735.01,10774.61,,,,
2020-05-06,10771.09,10828.73,10708.1,10774.98,,,,
2020-05-07,10778.53,10890.87,10775.16,10842.92,,,,
2020-05-08,10883.22,10970.7,10883.22,10901.42,,,,
2020-05-11,10942.18,11039.11,10942.18,11013.26,,,,
2020-05-12,10974.51,10974.51,10854.51,10879.47,,,,
2020-05-13,10861.01,10938.27,10828.93,10938.27,,,,
2020-05-14,10894.17,10894.17,10777.46,10780.88,,,,
2020-05-15,10833.16,10904.01,10730.55,10814.92,,,,
2020-05-18,10753.21,10812.87,10730.7,10740.55,,,,
2020-05-19,10812.79,10924.79,10812.79,10860.44,,,,
2020-05-20,10892.76,10933.98,10860.15,10907.8,,,,
2020-05-21,10933.21,11021.66,10933.21,11008.31,,,,
2020-05-22,10977.55,10977.55,10804.56,10811.15,,,,
2020-05-25,10812.94,10874.54,10719.25,10871.18,,,,
2020-05-26,10903.32,11046.22,10903.32,10997.21,,,,
2020-05-27,11023.93,11069.72,10972.25,11014.66,,,,
2020-05-28,11040.62,11087.53,10915.3,10944.19,,,,
2020-05-29,10921.16,10965.03,10861.9,10942.16,,,,
2020-06-01,10971.4,11109.29,10971.4,11079.02,,,,
2020-06-02,11109.27,11170.49,11102.97,11127.93,,,,
2020-06-03,11182.52,11330.52,11182.52,11320.16,,,,
2020-06-04,11373.94,11425.42,11341.58,11393.23,,,,
2020-06-05,11418.01,11482.36,11411.94,11479.4,,,,
2020-06-08,11539,11631.89,11528.44,11610.32,,,,
2020-06-09,11600.61,11640.45,11537.38,11637.11,,,,
2020-06-10,11635.99,11740.9,11621.02,11720.16,,,,
2020-06-11,11738.49,11771.12,11516.59,11535.77,,,,
2020-06-12,11406.54,11442.3,11244.64,11429.94,,,,
2020-06-15,11436.28,11469.84,11299.45,11306.26,,,,
2020-06-16,11380.67,11542.25,11380.67,11511.64,,,,
2020-06-17,11525.5,11550.32,11482.32,11534.59,,,,
2020-06-18,11534.2,11567.42,11485.39,11548.33,,,,
2020-06-19,11557.27,11584.88,11542.37,11549.86,,,,
2020-06-22,11553.91,11632.88,11553.91,11572.93,,,,
2020-06-23,11618.42,11679.4,11530.85,11612.36,,,,
2020-06-24,11647.86,11701.23,11637.79,11660.67,,,,
2020-06-29,11608.8,11608.8,11500.65,11542.62,,,,
2020-06-30,11563.6,11638,11563.6,11621.24,,,,
2020-07-01,11622.64,11736.39,11622.64,11703.42,,,,
2020-07-02,11694.1,11805.21,11690.95,11805.14,,,,
2020-07-03,11857.9,11933.59,11857.9,11909.16,,,,
2020-07-06,11941.84,12116.7,11941.84,12116.7,,,,
2020-07-07,12176.79,12249.95,12028.57,12092.97,,,,
2020-07-08,12086.13,12190.27,12083.84,12170.19,,,,
2020-07-09,12222.9,12273.43,12181.34,12192.69,,,,
2020-07-10,12250.44,12253.58,12030.2,12073.68,,,,
2020-07-13,12109.61,12216.24,12109.61,12211.56,,,,
2020-07-14,12202.89,12228.31,12143.91,12209.01,,,,
2020-07-15,12233.99,12320.48,12162.52,12202.85,,,,
2020-07-16,12173.04,12220.93,12107.04,12157.74,,,,
2020-07-17,12195.72,12266.93,12144.62,12181.56,,,,
2020-07-20,12205.25,12221.33,12065.8,12174.54,,,,
2020-07-21,12242.32,12450.16,12242.32,12397.55,,,,
2020-07-22,12389.76,12486.95,12389.4,12473.27,,,,
2020-07-23,12423.02,12429.76,12347.86,12413.04,,,,
2020-07-24,12467.43,12502.84,12266.55,12304.04,,,,
2020-07-27,12618.69,12686.36,12586.91,12588.3,,,,
2020-07-28,12951.72,13031.7,12533.19,12586.73,,,,
2020-07-29,12530.74,12660.87,12488.01,12540.97,,,,
2020-07-30,12691.86,12769.47,12616.83,12722.92,,,,
2020-07-31,12653.46,12733.48,12635.71,12664.8,,,,
2020-08-03,12642.73,12673.02,12506.59,12513.03,,,,
2020-08-04,12577.88,12709.92,12577.88,12709.92,,,,
2020-08-05,12762.34,12816.39,12739.99,12802.3,,,,
2020-08-06,12894.24,12971.87,12851.2,12913.5,,,,
2020-08-07,12901.43,12912.63,12791.18,12828.87,,,,
2020-08-10,12786.8,12933.16,12786.8,12894,,,,
2020-08-11,12856.46,12906.01,12780.19,12780.19,,,,
2020-08-12,12713.63,12730.96,12625.54,12670.35,,,,
2020-08-13,12758.87,12812.8,12717.13,12763.13,,,,
2020-08-14,12709.97,12801.31,12679.19,12795.46,,,,
2020-08-17,12813.94,12956.11,12800.69,12956.11,,,,
2020-08-18,12974.96,12981.58,12840.25,12872.14,,,,
2020-08-19,12904.84,12950.11,12778.64,12778.64,,,,
2020-08-20,12764.75,12764.75,12144.76,12362.64,,,,
2020-08-21,12462.52,12638.65,12462.52,12607.84,,,,
2020-08-24,12629.78,12702.94,12567.95,12647.13,,,,
2020-08-25,12706.4,12814.56,12698.85,12758.25,,,,
2020-08-26,12768.96,12833.29,12734.69,12833.29,,,,
2020-08-27,12888.65,12960.68,12786.45,12797.31,,,,
2020-08-28,12759.3,12799.16,12674.57,12728.85,,,,
2020-08-31,12763.44,12831.38,12591.45,12591.45,,,,
2020-09-01,12617.39,12703.28,12565.83,12703.28,,,,
2020-09-02,12772.43,12802.61,12646.47,12699.5,,,,
2020-09-03,12774.97,12857.79,12732.32,12757.97,,,,
2020-09-04,12645.92,12655.67,12559.78,12637.95,,,,
2020-09-07,12645.93,12725.05,12575.36,12601.4,,,,
2020-09-08,12637.42,12702.55,12614.72,12663.56,,,,
2020-09-09,12592.18,12616.57,12480.5,12608.58,,,,
2020-09-10,12665.74,12708.64,12650.4,12691.75,,,,
2020-09-11,12697.46,12701.79,12616.68,12675.95,,,,
2020-09-14,12680.41,12793.07,12680.41,12787.82,,,,
2020-09-15,12787.42,12857.73,12773.23,12845.65,,,,
2020-09-16,12989.81,13021.68,12948.72,12976.76,,,,
2020-09-17,12920.15,12972.52,12851.52,12872.74,,,,
2020-09-18,12858.6,12927.81,12841.09,12875.62,,,,
2020-09-21,12874.61,12952.31,12795.09,12795.12,,,,
2020-09-22,12786.91,12786.91,12632.74,12645.51,,,,
2020-09-23,12656.3,12700.89,12548.07,12583.88,,,,
2020-09-24,12487.48,12487.48,12264.38,12264.38,,,,
2020-09-25,12312.94,12385.81,12149.81,12232.91,,,,
2020-09-28,12282.36,12462.76,12282.36,12462.76,,,,
2020-09-29,12488.1,12571.34,12429.72,12467.73,,,,
2020-09-30,12483.65,12568.68,12466.58,12515.61,,,,
2020-10-05,12567.88,12637.62,12519.12,12548.28,,,,
2020-10-06,12644.09,12706.39,12644.09,12704.23,,,,
2020-10-07,12667.51,12774.36,12619.81,12746.37,,,,
2020-10-08,12832.54,12887.19,12818.01,12887.19,,,,
2020-10-12,12959.15,12997.79,12898.89,12955.91,,,,
2020-10-13,12988.44,12994.66,12857.1,12947.13,,,,
2020-10-14,12927.09,12960,12895.79,12919.31,,,,
2020-10-15,12892.29,12909.11,12786.26,12827.82,,,,
2020-10-16,12814.16,12896.3,12750.37,12750.37,,,,
2020-10-19,12803.32,12911.41,12803.32,12908.34,,,,
2020-10-20,12889.99,12917.75,12862.37,12862.37,,,,
2020-10-21,12889.88,12942.12,12846.42,12877.25,,,,
2020-10-22,12854.97,12917.03,12827.4,12917.03,,,,
2020-10-23,12945.12,12963.26,12875.23,12898.82,,,,
2020-10-26,12923.55,12971.58,12894.18,12909.03,,,,
2020-10-27,12867.77,12884.32,12821.07,12875.01,,,,
2020-10-28,12853.76,12879.98,12761.33,12793.75,,,,
2020-10-29,12687.64,12699.82,12583.37,12662.91,,,,
2020-10-30,12651.35,12656.29,12546.34,12546.34,,,,
